Benchmark,Steady Percentage
org_zalandoproj_logbookmethod_org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2params_,"([0.8256085361787262, 0.8336666666666667, 0.8337783711615487, 0.4788262754251417, 0.6593333333333333, 0.834, 0.834, 0.800935203740815, 0.8329443147715905, 0.684], [4.133518118996927e-05, 3.860676368231244e-05, 3.5531081830017035e-05, 0.00012849042133736085, 7.333708580648771e-05, 3.823662767707182e-05, 3.843637278162249e-05, 4.5282169104691e-05, 3.7414456142971056e-05, 6.831822524341831e-05], [True, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.WorldBenchmark.measureFastparams_,"([1.0003343363423605, 0.16783684386492811, 0.1683963843321058, 1.0003348961821836, 1.0003345600535296, 0.16755852842809366, 1.0003347840642784, 0.1683929168058804, 0.1686746987951807, 0.1686746987951807], [0, 267.6292321279947, 267.4309201919994, 0, 0, 267.6720926719874, 0, 268.9264517119931, 267.2729784319905, 267.2497786879886], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryChildBenchmarkparams_,"([0.8336112037345782, 0.8338892595063375, 0.8336112037345782, 0.8336666666666667, 0.8336112037345782, 0.8336112037345782, 0.8336666666666667, 0.8338892595063375, 0.8318318318318318, 0.8289429809936646], [2.8519826730998516e-05, 2.7999828961115247e-05, 2.8108669194176976e-05, 2.8176797408010498e-05, 2.8240734294582686e-05, 2.8309442668328645e-05, 2.8163226417621825e-05, 2.8412450305363962e-05, 2.8504664690909057e-05, 2.9202287445903396e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=100000&valueType=Boolean,"([0.834, 0.8339446482160721, 0.6626666666666666, 0.8336666666666667, 0.8322774258086029, 0.8323333333333334, 0.8335557038025351, 0.834, 0.834, 0.17366666666666666], [595.9298580480001, 538.6094510080004, 619.9674142720002, 549.0826280959998, 572.0674140159996, 560.7448903679998, 541.6052326400003, 540.3668643840002, 541.7929277439997, 2655.403376639997], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLVparams_,"([0.5143333333333333, 0.48349449816605533, 0.5303333333333333, 0.7053333333333334, 0.652, 0.24033333333333334, 0.34178059353117707, 0.834, 0.7253333333333334, 0.33866666666666667], [100.91030118399945, 106.58054143999985, 97.45170431999966, 61.185425407999794, 72.25520947199976, 156.77482598400022, 135.75815167999946, 34.42363596799996, 57.026609152000006, 136.61234790399956], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.collections.SetOps.containsparams_keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,"([0.818, 0.8288288288288288, 0.8344459279038718, 0.167, 0.40066666666666667, 0.6671118530884808, 0.718, 0.43233333333333335, 0.5802469135802469, 0.5156666666666667], [3.620208949589058e-05, 3.201654396172101e-05, 3.180616356351128e-05, 0.00017175012172165915, 0.00011866926184061858, 2.877242038945491e-05, 5.457693772565034e-05, 0.00011651533360083853, 8.057978931483996e-05, 9.19169565168549e-05], [True, True, True, False, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testReadparams_,"([0.8260140797854509, 0.8097315436241611, 0.7358553732842317, 0.7787848271231957, 0.8258973498825898, 0.8332214765100671, 0.8325503355704698, 0.8326065078832606, 0.16896204232448775, 0.8283031522468142], [0.08748671006721336, 0.09426554033941266, 0.13442251854241752, 0.1086590310662958, 0.08848549272680145, 0.08547117147935741, 0.08276066327515251, 0.08592182464920235, 0.41623696252597314, 0.0859825701626787], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOneparams_,"([0.8330545332887254, 0.8332217012726055, 0.8329419657832942, 0.8114534494306765, 0.8313778075762656, 0.8329979879275654, 0.8329419657832942, 0.8328859060402685, 0.8324378777703156, 0.8331099195710456], [0.0002890402476884435, 0.00030393865713195444, 0.0003236282142238125, 0.0003190624732718105, 0.00029508741321408483, 0.0002936919626004737, 0.00031508371598833033, 0.00031329127954901495, 0.00029818092959844905, 0.0002927638177258818], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCaseparams_,"([0.7449528936742934, 0.8209005376344086, 0.8326626425217974, 0.8324941255454851, 0.832212508406187, 0.832212508406187, 0.8191596638655462, 0.8330539725108951, 0.8327175008397716, 0.8326050420168067], [0.002987072533683867, 0.0019850633756975152, 0.0018760897440388484, 0.0019654684617539608, 0.00195941479128102, 0.0018858789304568664, 0.00186586080623041, 0.001860755197898654, 0.001819471685301188, 0.0019172638476296089], [True, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,"([0.8338338338338338, 0.8302767589196399, 0.8337783711615487, 0.8339446482160721, 0.8338338338338338, 0.8336112037345782, 0.8186666666666667, 0.834, 0.8339446482160721, 0.8336666666666667], [4.39420770539352e-05, 4.991269605065368e-05, 4.866771306441699e-05, 4.590465653940227e-05, 4.649028947607688e-05, 4.64581093709107e-05, 4.931801001984734e-05, 4.655810508774563e-05, 4.857756988924663e-05, 4.5321986552762316e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.storage.ColumnarStorageBench.writeparams_format=orc,"([0.19469620678079894, 0.3514056224899598, 0.35664101706256274, 0.7432206226983595, 0.6442436412315931, 0.7458988952125879, 0.784471218206158, 0.34994981599197056, 0.6202404809619239, 0.38139846102375374], [16.549990001777807, 5.566635421663496, 7.620375482329586, 4.6431010674886, 3.1186044781714286, 4.443523319873018, 3.7566422081015856, 6.717272347927272, 3.448910376634923, 10.609320232634936], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToStringparams_,"([0.6671118530884808, 0.8338892595063375, 0.53226345703778, 0.6425944500167168, 0.6447412353923205, 0.8299365185432677, 0.6659979939819458, 0.6179024716098864, 0.8252005347593583, 0.8283132530120482], [0.005466727130351094, 0.005516483489538783, 0.014471145127760597, 0.011610761236458964, 0.011424372718008844, 0.006120853225746193, 0.010554946348620553, 0.012056654807002003, 0.00585812216189018, 0.006338644688676742], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNGparams_,"([0.8335561497326203, 0.8338903743315508, 0.8329979879275654, 0.8337228714524207, 0.8335005015045135, 0.8336673346693386, 0.8336673346693386, 0.8336673346693386, 0.8335561497326203, 0.8335001668335001], [0.4625556978275825, 0.38891403712034117, 0.4451111912862032, 0.3897195244033675, 0.3833290556086202, 0.3888864440296498, 0.388468394922492, 0.38536074694035993, 0.46715696987202815, 0.3883048134061157], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithTIFparams_,"([0.8333333333333334, 0.8337783711615487, 0.8329427519250083, 0.833556597454789, 0.833834837846874, 0.833611760775142, 0.8337783711615487, 0.8341121495327103, 0.8336666666666667, 0.833611760775142], [0.6013585926827009, 0.641782663772331, 0.611165660708258, 0.5652272752552067, 0.5670627069150463, 0.6049340244547972, 0.5969367591528872, 0.5715873792899837, 0.5745267239642026, 0.5702606430295761], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HeaderBenchmark.replace2xRequestparams_,"([0.7999330879892941, 0.8336673346693386, 0.8319973279893119, 0.16755852842809366, 0.829594911282223, 0.8335561497326203, 0.832886805090422, 0.8330545332887254, 0.7161031134917978, 0.832774798927614], [0.0005891499403493125, 0.0005205069048266787, 0.0004927211040417549, 0.0023009482494731615, 0.0005023910294097315, 0.0005220916999795255, 0.0004995452312381306, 0.0004975119902895903, 0.0008842055060598805, 0.0006115749561313842], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvertparams_count=100000,"([0.8336673346693386, 0.8339458737053124, 0.8214643931795386, 0.833611760775142, 0.834001336005344, 0.8329427519250083, 0.8332217012726055, 0.8284854563691073, 0.8332217012726055, 0.8328308207705193], [9.221270186666667, 9.396488874666655, 10.051739101866655, 9.273050726400013, 9.224732125866675, 9.397044292266655, 8.933667089066663, 9.667818837333336, 8.989126929066668, 8.900076612266671], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbcparams_resultSize=10,"([0.8328308207705193, 0.8335561497326203, 0.8327187395239691, 0.832774798927614, 0.832774798927614, 0.832774798927614, 0.8331658291457287, 0.8337792642140468, 0.8329986613119144, 0.8329986613119144], [0.019214502365032318, 0.012796603386136033, 0.019524232552298484, 0.013389810396592922, 0.01754014881811669, 0.017798862030544035, 0.014259771949189114, 0.019599906687422126, 0.014227142457723836, 0.021639489364533318], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.SyncedPositionablesBenchmark.benchmark2params_,"([0.8335557038025351, 0.8335001668335001, 0.8334445927903872, 0.8335557038025351, 0.8335557038025351, 0.8335001668335001, 0.8334445927903872, 0.8334445927903872, 0.8335001668335001, 0.8335001668335001], [4.475177702549716, 4.4617911002573205, 4.491052280942364, 4.484082394573102, 4.443578466102516, 4.4894828515115295, 4.436732333960234, 4.490962468458212, 4.5295963082105235, 4.454482379338154], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.CompressedRecordBatchValidationBenchmark.measureValidateMessagesAndAssignOffsetsCompressedparams_bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=10&messageSize=1000&messageVersion=2,"([0.16811207471647766, 0.3889074507183428, 0.7052350783594532, 0.8334445927903872, 0.4816544362908606, 0.8317195325542571, 0.19679251587036417, 0.805008347245409, 0.3106212424849699, 0.8064839572192514], [0.4131770614849436, 0.12365306937344574, 0.06355794929031174, 0.043393059334929165, 0.10908703907246274, 0.047737328488940224, 0.16694056984843297, 0.047697391711507386, 0.13639963983043407, 0.04867608563019698], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlattenparams_blockSize=10000&nestedLevel=4&numberOfIterations=1&reuseArrays=true,"([0.7268752102253616, 0.8308106289942818, 0.716012084592145, 0.7140456989247311, 0.7826232807782624, 0.8282930107526881, 0.8194678342876389, 0.3896366083445491, 0.34327857861213545, 0.8328298086606244], [0.03210488412485145, 0.019224871743347974, 0.03358323347856684, 0.03475978524026604, 0.025015983070919158, 0.02052478801608426, 0.02105614600528877, 0.07197149875002914, 0.0764362277742291, 0.019826663900187506], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.834001336005344, 0.8292682926829268, 0.8336673346693386, 0.8335561497326203, 0.834001336005344, 0.22122122122122123, 0.8307126129140181, 0.8299365185432677, 0.6503006012024048, 0.8345011678345011], [2.901286608556547, 2.97656672982533, 2.862696630037795, 2.964683252025223, 2.8293227479096035, 13.25544829393399, 2.98719425317127, 2.936301515296345, 3.0107780565814273, 2.8499404554104006], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=100&keyType=String&n_entries=1000&valueType=String,"([0.8326666666666667, 0.8338338338338338, 0.8318850267379679, 0.8335557038025351, 0.20954287620954287, 0.8332776478449716, 0.8099532398129593, 0.8332776478449716, 0.8334445927903872, 0.8333333333333334], [6.615749181912842, 6.284830458754405, 6.243208433445307, 6.4991165932051995, 25.496639356195082, 6.313096164516021, 7.061117067488615, 7.001418228622216, 7.133907386107938, 6.285796371209229], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaselineparams_limit=128000,"([0.7663333333333333, 0.6604402935290193, 0.7854521187854521, 0.1678345011678345, 0.8112704234744915, 0.7861907938625751, 0.798, 0.798, 0.49066666666666664, 0.5018339446482161], [4.7568429986364225e-05, 7.217116913913996e-05, 3.903457793884785e-05, 0.00016452084432231975, 3.753962018874252e-05, 4.209438638008154e-05, 4.123453003358925e-05, 3.7320799997782526e-05, 9.620644776701592e-05, 8.72918533974795e-05], [True, True, True, True, True, True, False, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMapparams_NEED_TO_ENLARGE=1&SIZE=65536,"([0.6604340567612688, 0.665774506523921, 0.8252589375208821, 0.7374749498997996, 0.8342245989304813, 0.8338338338338338, 0.16755674232309747, 0.834113712374582, 0.8338892595063375, 0.8337783711615487], [3.231634617411578, 6.173145248475005, 3.288606292624267, 4.8361124349462665, 3.23956396254755, 3.1968332411328935, 15.537119277481743, 3.294856165627253, 3.132148709243467, 3.2990448839360167], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baselineparams_size=4,"([0.824315297261189, 0.8043405676126878, 0.8291541290538281, 0.16867067468269872, 0.6490993995997332, 0.8303273213092852, 0.8309953239812959, 0.6351486802539258, 0.760347129506008, 0.7607607607607607], [3.45588208922691e-05, 3.6964761579763175e-05, 3.387943756490138e-05, 0.0001591324895521915, 7.483311606242864e-05, 3.363762724575002e-05, 3.374859690349488e-05, 6.855860820332633e-05, 4.442199085989449e-05, 4.4692587810790295e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.fluentSelectOneparams_,"([0.8334445927903872, 0.8337228714524207, 0.3011040481766477, 0.5897693079237714, 0.8337228714524207, 0.24265687583444592, 0.6522029372496663, 0.6665554072096128, 0.5937081659973227, 0.8338892595063375], [0.005207956516487032, 0.005013449334988763, 0.018276542801387304, 0.005873830763897396, 0.00500433662793905, 0.020668933885220214, 0.005281539934365535, 0.00912602561218844, 0.011761940739147894, 0.004983564562668088], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessageparams_bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=LZ4&maxBatchSize=2&messageSize=1000&messageVersion=2,"([0.8306666666666667, 0.6, 0.39819759679572764, 0.7945801271328203, 0.5662771285475793, 0.8330545332887254, 0.2867647058823529, 0.7756539235412475, 0.5103748326639893, 0.8329986613119144], [0.007606964995965124, 0.015818593666118264, 0.013398571881322225, 0.008759016907969798, 0.018257371403523473, 0.007602099036013253, 0.027338699737634663, 0.009797253257206715, 0.007297207662818348, 0.0070582925130057055], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.defaultResponseparams_,"([0.8335008375209381, 0.8077695914266577, 0.8284757118927973, 0.8284182305630027, 0.8329979879275654, 0.8330539725108951, 0.8312123241795043, 0.8331661651621531, 0.8336680053547524, 0.8333333333333334], [0.006729343624819066, 0.007584157793167805, 0.006801995213884795, 0.006891277752873409, 0.006070878623837377, 0.006097322096732614, 0.006656246387537832, 0.006130386265571683, 0.006883989354802113, 0.0066395818366178075], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
